"Status","Category","Check","Page URL","Page score","Current value","Issue","Why it matters","How to fix"
"warning","Links","Page Has Only One Incoming Internal Link","https://aiqualityhq.com/ai-software-testing","88","1 incoming internal link","Only one other page links to this page internally.","Pages with very few internal links are treated as low-priority by Google.","Add 2–3 more internal links to this page from related content."
"warning","Other","Schema Markup Missing","https://aiqualityhq.com/advertise-with-us","60","None found","No JSON-LD schema markup detected.","Schema helps search engines understand your content and can trigger rich results.","Add relevant schema types (Organization, Article, FAQ, Product) using JSON-LD."
"warning","Other","Schema Markup Missing","https://aiqualityhq.com/articles","89","None found","No JSON-LD schema markup detected.","Schema helps search engines understand your content and can trigger rich results.","Add relevant schema types (Organization, Article, FAQ, Product) using JSON-LD."
"warning","Social Tags","Social Image","https://aiqualityhq.com/advertise-with-us","60","Missing og:image","No social sharing image (og:image) found.","Without an og:image, social platforms show a blank or default image.","Add <meta property=""og:image"" content=""…""> with an image at least 1200×630 pixels."
"warning","Other","Social Media Presence","https://aiqualityhq.com/advertise-with-us","60","No social links found","No links to social media profiles found.","Linking to your social profiles builds brand signals that Google uses as trust indicators.","Add links to your active social media profiles."
"warning","Content","Title Too Long","https://aiqualityhq.com/","87","AIQualityHQ — Free AI Prompt Quality Checker & LLM Tool Suite","Title is 61 characters — Google will truncate at ~60.","Truncated titles lose impact in search results.","Shorten to under 60 characters. Try: ""AIQualityHQ — Free AI Prompt Quality Checker & LLM Tool S…"""
"warning","Content","Title Too Long","https://aiqualityhq.com/","88","AIQualityHQ — Free AI Prompt Quality Checker & LLM Tool Suite","Title is 61 characters — Google will truncate at ~60.","Truncated titles lose impact in search results.","Shorten to under 60 characters. Try: ""AIQualityHQ — Free AI Prompt Quality Checker & LLM Tool S…"""
"warning","Content","Title Too Long","https://aiqualityhq.com/ai-audit","88","Free AI Prompt Quality Auditor — LLM-Powered Audit Console — AIQualityHQ","Title is 72 characters — Google will truncate at ~60.","Truncated titles lose impact in search results.","Shorten to under 60 characters. Try: ""Free AI Prompt Quality Auditor — LLM-Powered Audit Consol…"""
"warning","Content","Title Too Long","https://aiqualityhq.com/ai-in-test-automation","87","AI in Test Automation: Pillars & Implementation Guide — AIQualityHQ","Title is 67 characters — Google will truncate at ~60.","Truncated titles lose impact in search results.","Shorten to under 60 characters. Try: ""AI in Test Automation: Pillars & Implementation Guide — A…"""
"warning","Content","Title Too Long","https://aiqualityhq.com/ai-software-testing","88","AI Software Testing: Architectures & Quality Control — AIQualityHQ","Title is 66 characters — Google will truncate at ~60.","Truncated titles lose impact in search results.","Shorten to under 60 characters. Try: ""AI Software Testing: Architectures & Quality Control — AI…"""
"warning","Content","Title Too Long","https://aiqualityhq.com/ai-system-prompt-generator","89","Free AI System Prompt Generator — Synthesize Production LLM Directives — AIQualityHQ","Title is 84 characters — Google will truncate at ~60.","Truncated titles lose impact in search results.","Shorten to under 60 characters. Try: ""Free AI System Prompt Generator — Synthesize Production L…"""
"warning","Content","Title Too Short","https://aiqualityhq.com/about","89","About Us — AIQualityHQ","Title is only 22 characters — too short.","Short titles miss keyword opportunities.","Expand to 50–60 characters including your primary keyword."
"warning","Content","Title Too Short","https://aiqualityhq.com/advertise-with-us","60","Redirecting to: /advertise","Title is only 26 characters — too short.","Short titles miss keyword opportunities.","Expand to 50–60 characters including your primary keyword."
"warning","Usability & Performance","Viewport Not Set","https://aiqualityhq.com/advertise-with-us","60","Missing viewport meta tag","No viewport meta tag found — page is not optimised for mobile.","Google uses mobile-first indexing. Without a viewport tag your site ranks poorly on mobile.","Add <meta name=""viewport"" content=""width=device-width, initial-scale=1""> to your <head>."
"warning","Social Tags","X (Twitter) Card Missing","https://aiqualityhq.com/","88","Missing","No Twitter Card meta tags found.","Twitter Card tags control how links look when shared on X (Twitter).","Add <meta name=""twitter:card"" content=""summary_large_image"">."
"warning","Social Tags","X (Twitter) Card Missing","https://aiqualityhq.com/","87","Missing","No Twitter Card meta tags found.","Twitter Card tags control how links look when shared on X (Twitter).","Add <meta name=""twitter:card"" content=""summary_large_image"">."
"warning","Social Tags","X (Twitter) Card Missing","https://aiqualityhq.com/about","89","Missing","No Twitter Card meta tags found.","Twitter Card tags control how links look when shared on X (Twitter).","Add <meta name=""twitter:card"" content=""summary_large_image"">."
"warning","Social Tags","X (Twitter) Card Missing","https://aiqualityhq.com/advertise","89","Missing","No Twitter Card meta tags found.","Twitter Card tags control how links look when shared on X (Twitter).","Add <meta name=""twitter:card"" content=""summary_large_image"">."
"warning","Social Tags","X (Twitter) Card Missing","https://aiqualityhq.com/advertise-with-us","60","Missing","No Twitter Card meta tags found.","Twitter Card tags control how links look when shared on X (Twitter).","Add <meta name=""twitter:card"" content=""summary_large_image"">."
"warning","Social Tags","X (Twitter) Card Missing","https://aiqualityhq.com/ai-audit","88","Missing","No Twitter Card meta tags found.","Twitter Card tags control how links look when shared on X (Twitter).","Add <meta name=""twitter:card"" content=""summary_large_image"">."
"warning","Social Tags","X (Twitter) Card Missing","https://aiqualityhq.com/ai-in-test-automation","87","Missing","No Twitter Card meta tags found.","Twitter Card tags control how links look when shared on X (Twitter).","Add <meta name=""twitter:card"" content=""summary_large_image"">."
"warning","Social Tags","X (Twitter) Card Missing","https://aiqualityhq.com/ai-software-testing","88","Missing","No Twitter Card meta tags found.","Twitter Card tags control how links look when shared on X (Twitter).","Add <meta name=""twitter:card"" content=""summary_large_image"">."
"warning","Social Tags","X (Twitter) Card Missing","https://aiqualityhq.com/ai-system-prompt-generator","89","Missing","No Twitter Card meta tags found.","Twitter Card tags control how links look when shared on X (Twitter).","Add <meta name=""twitter:card"" content=""summary_large_image"">."
"warning","Social Tags","X (Twitter) Card Missing","https://aiqualityhq.com/articles","89","Missing","No Twitter Card meta tags found.","Twitter Card tags control how links look when shared on X (Twitter).","Add <meta name=""twitter:card"" content=""summary_large_image"">."
